transaction_date,account_id,instrument_id,ticker,isin,transaction_type,quantity,price,position_currency
2025-07-24,ACCT00084,INS005,NOVN,CH0012005267,SELL,8,107.0441,CHF
2025-07-24,ACCT00087,INS005,NOVN,CH0012005267,BUY,5,107.4204,CHF
2025-07-24,ACCT00096,INS005,NOVN,CH0012005267,SELL,61,107.5348,CHF
2025-07-24,ACCT00096,INS012,AGGG,IE00B3F81409,SELL,3213,4.3706,USD
2025-07-24,ACCT00099,INS007,TTE,FR0000120271,SELL,366,76.7868,EUR
2025-07-24,ACCT00101,INS001,AAPL,US0378331005,BUY,55,241.547,USD
2025-07-24,ACCT00109,INS010,CSPX,IE00B5BMR087,SELL,4,585.0385,EUR
2025-07-24,ACCT00112,INS012,AGGG,IE00B3F81409,BUY,151,4.3202,USD
2025-07-24,ACCT00114,INS001,AAPL,US0378331005,BUY,14,234.2793,USD
2025-07-24,ACCT00117,INS006,RO,CH0012032113,BUY,2,315.9496,CHF
2025-07-24,ACCT00117,INS011,VWCE,IE00BK5BQT80,SELL,4,125.8569,EUR
2025-07-24,ACCT00118,INS011,VWCE,IE00BK5BQT80,SELL,38,129.1443,EUR
2025-07-24,ACCT00119,INS008,SAP,DE0007164600,BUY,1,200.4577,EUR
2025-07-24,ACCT00120,INS012,AGGG,IE00B3F81409,BUY,49,4.3759,USD
2025-07-24,ACCT00122,INS009,UBSG,CH0244767585,SELL,14,30.2711,CHF
2025-07-24,ACCT00124,INS001,AAPL,US0378331005,BUY,4,239.4157,USD
2025-07-24,ACCT00129,INS001,AAPL,US0378331005,BUY,4,241.4868,USD
2025-07-24,ACCT00129,INS012,AGGG,IE00B3F81409,BUY,12,4.2908,USD
2025-07-24,ACCT00131,INS010,CSPX,IE00B5BMR087,SELL,2,590.4717,EUR
2025-07-24,ACCT00133,INS007,TTE,FR0000120271,SELL,30,77.5221,EUR
2025-07-24,ACCT00136,INS009,UBSG,CH0244767585,SELL,8,30.0646,CHF
2025-07-24,ACCT00136,INS012,AGGG,IE00B3F81409,SELL,49,4.3845,USD
2025-07-24,ACCT00139,INS008,SAP,DE0007164600,SELL,2,200.2055,EUR
2025-07-24,ACCT00140,INS012,AGGG,IE00B3F81409,BUY,127,4.4278,USD
2025-07-24,ACCT00141,INS012,AGGG,IE00B3F81409,SELL,51,4.3505,USD
2025-07-24,ACCT00151,INS011,VWCE,IE00BK5BQT80,SELL,6,125.8854,EUR
2025-07-24,ACCT00152,INS004,NESN,CH0038863350,BUY,9,82.03,CHF
2025-07-24,ACCT00157,INS004,NESN,CH0038863350,BUY,16,83.3562,CHF
2025-07-24,ACCT00159,INS011,VWCE,IE00BK5BQT80,BUY,3,127.3965,EUR
2025-07-24,ACCT00161,INS008,SAP,DE0007164600,SELL,9,198.0172,EUR
2025-07-24,ACCT00161,INS012,AGGG,IE00B3F81409,BUY,2740,4.4136,USD
2025-07-24,ACCT00175,INS012,AGGG,IE00B3F81409,BUY,5,4.2958,USD
2025-07-24,ACCT00177,INS002,MSFT,US5949181045,BUY,1,377.577,USD
2025-07-24,ACCT00177,INS005,NOVN,CH0012005267,BUY,4,106.7388,CHF
2025-07-24,ACCT00180,INS012,AGGG,IE00B3F81409,BUY,18,4.432,USD
2025-07-25,ACCT00001,INS009,UBSG,CH0244767585,BUY,4,30.7076,CHF
2025-07-25,ACCT00008,INS004,NESN,CH0038863350,SELL,2,82.9295,CHF
2025-07-25,ACCT00010,INS009,UBSG,CH0244767585,BUY,31,30.946,CHF
2025-07-25,ACCT00014,INS002,MSFT,US5949181045,BUY,1,367.8975,USD
2025-07-25,ACCT00017,INS004,NESN,CH0038863350,SELL,3,83.0499,CHF
2025-07-25,ACCT00018,INS012,AGGG,IE00B3F81409,SELL,59,4.3306,USD
2025-07-25,ACCT00019,INS005,NOVN,CH0012005267,BUY,3,108.7483,CHF
2025-07-25,ACCT00019,INS012,AGGG,IE00B3F81409,SELL,187,4.2764,USD
2025-07-25,ACCT00020,INS002,MSFT,US5949181045,BUY,1,374.6724,USD
2025-07-25,ACCT00020,INS004,NESN,CH0038863350,SELL,5,82.5818,CHF
2025-07-25,ACCT00026,INS009,UBSG,CH0244767585,SELL,6,30.2444,CHF
2025-07-25,ACCT00028,INS002,MSFT,US5949181045,SELL,2,370.9885,USD
2025-07-25,ACCT00028,INS012,AGGG,IE00B3F81409,SELL,274,4.3181,USD
2025-07-25,ACCT00031,INS008,SAP,DE0007164600,SELL,2,201.5852,EUR
2025-07-25,ACCT00032,INS002,MSFT,US5949181045,BUY,12,374.1534,USD
2025-07-25,ACCT00034,INS006,RO,CH0012032113,BUY,2,316.8618,CHF
2025-07-25,ACCT00038,INS004,NESN,CH0038863350,SELL,82,80.6034,CHF
2025-07-25,ACCT00038,INS010,CSPX,IE00B5BMR087,BUY,4,586.8173,EUR
2025-07-25,ACCT00040,INS011,VWCE,IE00BK5BQT80,BUY,3,124.8768,EUR
2025-07-25,ACCT00041,INS012,AGGG,IE00B3F81409,SELL,219,4.5245,USD
2025-07-25,ACCT00046,INS001,AAPL,US0378331005,SELL,1,233.2324,USD
2025-07-25,ACCT00049,INS004,NESN,CH0038863350,SELL,8,82.9866,CHF
2025-07-25,ACCT00049,INS007,TTE,FR0000120271,SELL,21,76.9519,EUR
2025-07-25,ACCT00050,INS012,AGGG,IE00B3F81409,SELL,1,4.2724,USD
2025-07-25,ACCT00051,INS010,CSPX,IE00B5BMR087,SELL,8,589.785,EUR
2025-07-25,ACCT00053,INS012,AGGG,IE00B3F81409,SELL,2698,4.3465,USD
2025-07-25,ACCT00067,INS006,RO,CH0012032113,BUY,3,311.9736,CHF
2025-07-25,ACCT00075,INS009,UBSG,CH0244767585,BUY,4,31.0321,CHF
2025-07-25,ACCT00078,INS005,NOVN,CH0012005267,BUY,30,106.793,CHF
2025-07-25,ACCT00084,INS011,VWCE,IE00BK5BQT80,BUY,10,126.7704,EUR
2025-07-25,ACCT00088,INS012,AGGG,IE00B3F81409,BUY,178,4.3777,USD
2025-07-25,ACCT00092,INS009,UBSG,CH0244767585,BUY,5,31.058,CHF
2025-07-25,ACCT00092,INS012,AGGG,IE00B3F81409,BUY,775,4.2539,USD
2025-07-25,ACCT00093,INS001,AAPL,US0378331005,SELL,3,234.029,USD
2025-07-25,ACCT00096,INS009,UBSG,CH0244767585,BUY,45,30.4932,CHF
2025-07-25,ACCT00099,INS012,AGGG,IE00B3F81409,BUY,27,4.3658,USD
2025-07-25,ACCT00101,INS005,NOVN,CH0012005267,SELL,2,108.259,CHF
2025-07-25,ACCT00106,INS010,CSPX,IE00B5BMR087,SELL,1,591.5914,EUR
2025-07-25,ACCT00108,INS010,CSPX,IE00B5BMR087,BUY,1,591.6417,EUR
2025-07-25,ACCT00109,INS012,AGGG,IE00B3F81409,SELL,51,4.3463,USD
2025-07-25,ACCT00114,INS001,AAPL,US0378331005,BUY,25,239.6132,USD
2025-07-25,ACCT00117,INS008,SAP,DE0007164600,SELL,3,192.7172,EUR
2025-07-25,ACCT00118,INS008,SAP,DE0007164600,BUY,4,200.4111,EUR
2025-07-25,ACCT00122,INS009,UBSG,CH0244767585,SELL,1,30.2077,CHF
2025-07-25,ACCT00124,INS008,SAP,DE0007164600,BUY,5,199.2147,EUR
2025-07-25,ACCT00125,INS011,VWCE,IE00BK5BQT80,SELL,1,127.5784,EUR
2025-07-25,ACCT00126,INS001,AAPL,US0378331005,SELL,5,235.9505,USD
2025-07-25,ACCT00127,INS002,MSFT,US5949181045,BUY,2,368.1111,USD
2025-07-25,ACCT00127,INS007,TTE,FR0000120271,SELL,33,76.4378,EUR
2025-07-25,ACCT00128,INS011,VWCE,IE00BK5BQT80,BUY,93,130.329,EUR
2025-07-25,ACCT00128,INS012,AGGG,IE00B3F81409,SELL,19057,4.3842,USD
2025-07-25,ACCT00129,INS012,AGGG,IE00B3F81409,BUY,2,4.3256,USD
2025-07-25,ACCT00130,INS001,AAPL,US0378331005,BUY,75,236.2296,USD
2025-07-25,ACCT00130,INS005,NOVN,CH0012005267,SELL,5,108.1382,CHF
2025-07-25,ACCT00133,INS009,UBSG,CH0244767585,BUY,4,30.7383,CHF
2025-07-25,ACCT00134,INS004,NESN,CH0038863350,SELL,5,84.8455,CHF
2025-07-25,ACCT00136,INS004,NESN,CH0038863350,SELL,8,82.264,CHF
2025-07-25,ACCT00136,INS009,UBSG,CH0244767585,SELL,131,30.1981,CHF
2025-07-25,ACCT00146,INS012,AGGG,IE00B3F81409,SELL,12,4.3424,USD
2025-07-25,ACCT00147,INS007,TTE,FR0000120271,SELL,1,77.341,EUR
2025-07-25,ACCT00147,INS009,UBSG,CH0244767585,BUY,3,30.848,CHF
2025-07-25,ACCT00156,INS012,AGGG,IE00B3F81409,SELL,3,4.418,USD
2025-07-25,ACCT00158,INS001,AAPL,US0378331005,SELL,1,234.2712,USD
2025-07-25,ACCT00158,INS010,CSPX,IE00B5BMR087,SELL,18,587.6026,EUR
2025-07-25,ACCT00165,INS008,SAP,DE0007164600,BUY,6,197.5934,EUR
2025-07-25,ACCT00167,INS009,UBSG,CH0244767585,SELL,30,30.3748,CHF
2025-07-25,ACCT00171,INS010,CSPX,IE00B5BMR087,SELL,139,589.1401,EUR
2025-07-25,ACCT00171,INS012,AGGG,IE00B3F81409,BUY,324,4.3642,USD
2025-07-25,ACCT00172,INS001,AAPL,US0378331005,SELL,1,237.2805,USD
2025-07-25,ACCT00176,INS011,VWCE,IE00BK5BQT80,BUY,15,129.0977,EUR
2025-07-25,ACCT00177,INS010,CSPX,IE00B5BMR087,BUY,3,595.9416,EUR
2025-07-28,ACCT00002,INS011,VWCE,IE00BK5BQT80,BUY,3,128.4676,EUR
2025-07-28,ACCT00004,INS004,NESN,CH0038863350,SELL,2,81.7801,CHF
2025-07-28,ACCT00010,INS001,AAPL,US0378331005,SELL,1,231.4777,USD
2025-07-28,ACCT00012,INS001,AAPL,US0378331005,SELL,6,237.0693,USD
2025-07-28,ACCT00012,INS011,VWCE,IE00BK5BQT80,BUY,3,128.0678,EUR
2025-07-28,ACCT00014,INS005,NOVN,CH0012005267,SELL,2,109.9561,CHF
2025-07-28,ACCT00019,INS011,VWCE,IE00BK5BQT80,BUY,8,130.1723,EUR
2025-07-28,ACCT00019,INS012,AGGG,IE00B3F81409,SELL,294,4.3447,USD
2025-07-28,ACCT00020,INS002,MSFT,US5949181045,BUY,6,373.4613,USD
2025-07-28,ACCT00023,INS006,RO,CH0012032113,BUY,1,314.1868,CHF
2025-07-28,ACCT00026,INS011,VWCE,IE00BK5BQT80,SELL,35,130.1985,EUR
2025-07-28,ACCT00027,INS011,VWCE,IE00BK5BQT80,BUY,5,128.1731,EUR
2025-07-28,ACCT00027,INS012,AGGG,IE00B3F81409,SELL,22,4.3659,USD
2025-07-28,ACCT00029,INS008,SAP,DE0007164600,SELL,1,196.9997,EUR
2025-07-28,ACCT00030,INS012,AGGG,IE00B3F81409,SELL,19,4.3847,USD
2025-07-28,ACCT00034,INS012,AGGG,IE00B3F81409,SELL,245,4.3625,USD
2025-07-28,ACCT00035,INS010,CSPX,IE00B5BMR087,BUY,2,600.7459,EUR
2025-07-28,ACCT00039,INS009,UBSG,CH0244767585,BUY,92,29.7912,CHF
2025-07-28,ACCT00041,INS012,AGGG,IE00B3F81409,SELL,442,4.2913,USD
2025-07-28,ACCT00042,INS004,NESN,CH0038863350,SELL,31,81.7633,CHF
2025-07-28,ACCT00044,INS001,AAPL,US0378331005,SELL,10,230.3437,USD
2025-07-28,ACCT00044,INS012,AGGG,IE00B3F81409,BUY,32,4.3328,USD
2025-07-28,ACCT00047,INS009,UBSG,CH0244767585,SELL,6,30.5952,CHF
2025-07-28,ACCT00047,INS012,AGGG,IE00B3F81409,BUY,162,4.3526,USD
2025-07-28,ACCT00050,INS005,NOVN,CH0012005267,BUY,24,107.561,CHF
2025-07-28,ACCT00051,INS009,UBSG,CH0244767585,BUY,16,31.2745,CHF
2025-07-28,ACCT00053,INS012,AGGG,IE00B3F81409,SELL,79,4.3926,USD
2025-07-28,ACCT00054,INS010,CSPX,IE00B5BMR087,SELL,2,591.8296,EUR
2025-07-28,ACCT00057,INS012,AGGG,IE00B3F81409,BUY,155,4.3942,USD
2025-07-28,ACCT00061,INS012,AGGG,IE00B3F81409,BUY,1582,4.377,USD
2025-07-28,ACCT00070,INS006,RO,CH0012032113,SELL,9,312.2768,CHF
2025-07-28,ACCT00071,INS009,UBSG,CH0244767585,SELL,2,29.4522,CHF
2025-07-28,ACCT00077,INS011,VWCE,IE00BK5BQT80,BUY,12,129.1855,EUR
2025-07-28,ACCT00079,INS012,AGGG,IE00B3F81409,SELL,801,4.3816,USD
2025-07-28,ACCT00081,INS012,AGGG,IE00B3F81409,SELL,37,4.3362,USD
2025-07-28,ACCT00082,INS005,NOVN,CH0012005267,BUY,20,104.4895,CHF
2025-07-28,ACCT00083,INS002,MSFT,US5949181045,BUY,2,372.3602,USD
2025-07-28,ACCT00086,INS005,NOVN,CH0012005267,BUY,14,109.3621,CHF
2025-07-28,ACCT00087,INS004,NESN,CH0038863350,BUY,5,81.2304,CHF
2025-07-28,ACCT00088,INS012,AGGG,IE00B3F81409,BUY,66,4.2826,USD
2025-07-28,ACCT00089,INS004,NESN,CH0038863350,SELL,135,83.4554,CHF
2025-07-28,ACCT00092,INS012,AGGG,IE00B3F81409,BUY,37,4.2952,USD
2025-07-28,ACCT00104,INS003,ASML,NL0010273215,SELL,3,908.1488,EUR
2025-07-28,ACCT00109,INS008,SAP,DE0007164600,SELL,23,196.7822,EUR
2025-07-28,ACCT00115,INS004,NESN,CH0038863350,BUY,5,82.6019,CHF
2025-07-28,ACCT00115,INS006,RO,CH0012032113,SELL,1,311.5613,CHF
2025-07-28,ACCT00116,INS009,UBSG,CH0244767585,BUY,9,30.3489,CHF
2025-07-28,ACCT00116,INS012,AGGG,IE00B3F81409,SELL,20,4.377,USD
2025-07-28,ACCT00117,INS012,AGGG,IE00B3F81409,BUY,95,4.3608,USD
2025-07-28,ACCT00118,INS011,VWCE,IE00BK5BQT80,SELL,12,128.6163,EUR
2025-07-28,ACCT00122,INS007,TTE,FR0000120271,SELL,3,74.9615,EUR
2025-07-28,ACCT00124,INS002,MSFT,US5949181045,SELL,2,369.8003,USD
2025-07-28,ACCT00126,INS009,UBSG,CH0244767585,BUY,8,30.1964,CHF
2025-07-28,ACCT00130,INS011,VWCE,IE00BK5BQT80,BUY,9,125.8373,EUR
2025-07-28,ACCT00134,INS006,RO,CH0012032113,SELL,2,310.1389,CHF
2025-07-28,ACCT00135,INS004,NESN,CH0038863350,BUY,1,83.8365,CHF
2025-07-28,ACCT00135,INS012,AGGG,IE00B3F81409,BUY,25,4.44,USD
2025-07-28,ACCT00138,INS012,AGGG,IE00B3F81409,SELL,370,4.3631,USD
2025-07-28,ACCT00139,INS002,MSFT,US5949181045,SELL,5,363.1546,USD
2025-07-28,ACCT00146,INS011,VWCE,IE00BK5BQT80,BUY,3,130.0461,EUR
2025-07-28,ACCT00147,INS004,NESN,CH0038863350,BUY,40,81.4209,CHF
2025-07-28,ACCT00148,INS004,NESN,CH0038863350,SELL,2,80.3625,CHF
2025-07-28,ACCT00149,INS007,TTE,FR0000120271,SELL,7,75.8386,EUR
2025-07-28,ACCT00150,INS003,ASML,NL0010273215,BUY,1,909.1115,EUR
2025-07-28,ACCT00150,INS010,CSPX,IE00B5BMR087,SELL,4,572.7819,EUR
2025-07-28,ACCT00152,INS005,NOVN,CH0012005267,SELL,1,107.0232,CHF
2025-07-28,ACCT00156,INS008,SAP,DE0007164600,SELL,1,191.3225,EUR
2025-07-28,ACCT00158,INS002,MSFT,US5949181045,SELL,2,375.2857,USD
2025-07-28,ACCT00162,INS012,AGGG,IE00B3F81409,SELL,2481,4.4247,USD
2025-07-28,ACCT00164,INS001,AAPL,US0378331005,SELL,4,235.829,USD
2025-07-28,ACCT00164,INS007,TTE,FR0000120271,SELL,45,76.7266,EUR
2025-07-28,ACCT00170,INS012,AGGG,IE00B3F81409,SELL,159,4.2936,USD
2025-07-28,ACCT00175,INS012,AGGG,IE00B3F81409,BUY,821,4.3375,USD
2025-07-29,ACCT00006,INS006,RO,CH0012032113,SELL,1,309.8577,CHF
2025-07-29,ACCT00007,INS004,NESN,CH0038863350,BUY,4,83.1831,CHF
2025-07-29,ACCT00008,INS007,TTE,FR0000120271,BUY,25,76.6515,EUR
2025-07-29,ACCT00012,INS008,SAP,DE0007164600,BUY,2,197.5455,EUR
2025-07-29,ACCT00013,INS003,ASML,NL0010273215,BUY,1,957.5294,EUR
2025-07-29,ACCT00013,INS011,VWCE,IE00BK5BQT80,BUY,31,129.2043,EUR
2025-07-29,ACCT00014,INS001,AAPL,US0378331005,BUY,145,234.6202,USD
2025-07-29,ACCT00016,INS004,NESN,CH0038863350,BUY,4,81.0196,CHF
2025-07-29,ACCT00017,INS012,AGGG,IE00B3F81409,SELL,109,4.4006,USD
2025-07-29,ACCT00018,INS009,UBSG,CH0244767585,BUY,1,30.0949,CHF
2025-07-29,ACCT00023,INS005,NOVN,CH0012005267,SELL,6,108.1151,CHF
2025-07-29,ACCT00025,INS012,AGGG,IE00B3F81409,SELL,4,4.4163,USD
2025-07-29,ACCT00026,INS002,MSFT,US5949181045,SELL,1,376.2424,USD
2025-07-29,ACCT00027,INS009,UBSG,CH0244767585,BUY,23,30.2573,CHF
2025-07-29,ACCT00028,INS012,AGGG,IE00B3F81409,SELL,753,4.4065,USD
2025-07-29,ACCT00030,INS005,NOVN,CH0012005267,BUY,1,110.2739,CHF
2025-07-29,ACCT00035,INS011,VWCE,IE00BK5BQT80,SELL,17,125.6013,EUR
2025-07-29,ACCT00042,INS011,VWCE,IE00BK5BQT80,SELL,34,128.4449,EUR
2025-07-29,ACCT00043,INS009,UBSG,CH0244767585,BUY,4,30.5514,CHF
2025-07-29,ACCT00049,INS005,NOVN,CH0012005267,SELL,5,105.8041,CHF
2025-07-29,ACCT00049,INS009,UBSG,CH0244767585,BUY,39,30.5316,CHF
2025-07-29,ACCT00054,INS010,CSPX,IE00B5BMR087,SELL,15,576.4384,EUR
2025-07-29,ACCT00055,INS011,VWCE,IE00BK5BQT80,BUY,212,127.3012,EUR
2025-07-29,ACCT00056,INS001,AAPL,US0378331005,BUY,4,237.4108,USD
2025-07-29,ACCT00056,INS011,VWCE,IE00BK5BQT80,BUY,6,128.0365,EUR
2025-07-29,ACCT00057,INS012,AGGG,IE00B3F81409,BUY,3,4.316,USD
2025-07-29,ACCT00058,INS012,AGGG,IE00B3F81409,BUY,11123,4.3692,USD
2025-07-29,ACCT00059,INS004,NESN,CH0038863350,SELL,7,82.4985,CHF
2025-07-29,ACCT00062,INS010,CSPX,IE00B5BMR087,SELL,3,599.7474,EUR
2025-07-29,ACCT00067,INS011,VWCE,IE00BK5BQT80,SELL,4,128.2167,EUR
2025-07-29,ACCT00070,INS008,SAP,DE0007164600,BUY,4,204.2862,EUR
2025-07-29,ACCT00072,INS009,UBSG,CH0244767585,SELL,27,30.0159,CHF
2025-07-29,ACCT00078,INS004,NESN,CH0038863350,BUY,22,81.921,CHF
2025-07-29,ACCT00082,INS006,RO,CH0012032113,BUY,5,316.9334,CHF
2025-07-29,ACCT00082,INS011,VWCE,IE00BK5BQT80,BUY,3,130.288,EUR
2025-07-29,ACCT00084,INS012,AGGG,IE00B3F81409,BUY,7,4.3437,USD
2025-07-29,ACCT00086,INS010,CSPX,IE00B5BMR087,BUY,13,586.4945,EUR
2025-07-29,ACCT00091,INS002,MSFT,US5949181045,SELL,18,368.2409,USD
2025-07-29,ACCT00093,INS012,AGGG,IE00B3F81409,SELL,5106,4.3535,USD
2025-07-29,ACCT00097,INS010,CSPX,IE00B5BMR087,BUY,7,595.3975,EUR
2025-07-29,ACCT00099,INS007,TTE,FR0000120271,SELL,7,75.7196,EUR
2025-07-29,ACCT00102,INS012,AGGG,IE00B3F81409,BUY,4,4.3598,USD
2025-07-29,ACCT00103,INS005,NOVN,CH0012005267,SELL,2,110.5971,CHF
2025-07-29,ACCT00105,INS001,AAPL,US0378331005,BUY,4,237.5942,USD
2025-07-29,ACCT00111,INS012,AGGG,IE00B3F81409,SELL,229,4.3403,USD
2025-07-29,ACCT00112,INS003,ASML,NL0010273215,BUY,5,938.4629,EUR
2025-07-29,ACCT00115,INS001,AAPL,US0378331005,BUY,8,238.1251,USD
2025-07-29,ACCT00117,INS009,UBSG,CH0244767585,BUY,17,30.9738,CHF
2025-07-29,ACCT00118,INS010,CSPX,IE00B5BMR087,SELL,49,585.119,EUR
2025-07-29,ACCT00123,INS008,SAP,DE0007164600,BUY,1,200.02,EUR
2025-07-29,ACCT00123,INS009,UBSG,CH0244767585,SELL,2,30.0944,CHF
2025-07-29,ACCT00132,INS012,AGGG,IE00B3F81409,BUY,6,4.4029,USD
2025-07-29,ACCT00133,INS005,NOVN,CH0012005267,SELL,5,107.0101,CHF
2025-07-29,ACCT00135,INS008,SAP,DE0007164600,BUY,5,202.1556,EUR
2025-07-29,ACCT00136,INS011,VWCE,IE00BK5BQT80,SELL,265,126.2093,EUR
2025-07-29,ACCT00138,INS009,UBSG,CH0244767585,BUY,8,30.626,CHF
2025-07-29,ACCT00142,INS004,NESN,CH0038863350,BUY,2,81.3713,CHF
2025-07-29,ACCT00148,INS007,TTE,FR0000120271,BUY,8,78.0381,EUR
2025-07-29,ACCT00149,INS010,CSPX,IE00B5BMR087,BUY,1,596.4386,EUR
2025-07-29,ACCT00151,INS006,RO,CH0012032113,SELL,3,315.8464,CHF
2025-07-29,ACCT00153,INS005,NOVN,CH0012005267,SELL,3,109.2612,CHF
2025-07-29,ACCT00154,INS006,RO,CH0012032113,SELL,14,312.9206,CHF
2025-07-29,ACCT00156,INS007,TTE,FR0000120271,SELL,2,77.3165,EUR
2025-07-29,ACCT00159,INS012,AGGG,IE00B3F81409,BUY,223,4.3909,USD
2025-07-29,ACCT00161,INS011,VWCE,IE00BK5BQT80,SELL,208,125.7623,EUR
2025-07-29,ACCT00169,INS007,TTE,FR0000120271,BUY,5,76.0286,EUR
2025-07-29,ACCT00174,INS011,VWCE,IE00BK5BQT80,BUY,34,125.9904,EUR
2025-07-29,ACCT00180,INS004,NESN,CH0038863350,SELL,1,81.2828,CHF
2025-07-29,ACCT00180,INS009,UBSG,CH0244767585,BUY,10,30.8343,CHF
2025-07-30,ACCT00005,INS008,SAP,DE0007164600,BUY,6,196.2071,EUR
2025-07-30,ACCT00006,INS008,SAP,DE0007164600,BUY,14,195.4519,EUR
2025-07-30,ACCT00007,INS002,MSFT,US5949181045,BUY,4,380.0163,USD
2025-07-30,ACCT00008,INS001,AAPL,US0378331005,BUY,4,239.5917,USD
2025-07-30,ACCT00008,INS008,SAP,DE0007164600,SELL,1,196.2613,EUR
2025-07-30,ACCT00018,INS009,UBSG,CH0244767585,BUY,7,30.7069,CHF
2025-07-30,ACCT00020,INS004,NESN,CH0038863350,SELL,63,82.3266,CHF
2025-07-30,ACCT00021,INS011,VWCE,IE00BK5BQT80,BUY,44,127.8136,EUR
2025-07-30,ACCT00023,INS011,VWCE,IE00BK5BQT80,BUY,1,129.8939,EUR
2025-07-30,ACCT00024,INS005,NOVN,CH0012005267,BUY,10,108.5612,CHF
2025-07-30,ACCT00027,INS012,AGGG,IE00B3F81409,SELL,411,4.4425,USD
2025-07-30,ACCT00033,INS012,AGGG,IE00B3F81409,BUY,7,4.3275,USD
2025-07-30,ACCT00034,INS011,VWCE,IE00BK5BQT80,SELL,15,124.7777,EUR
2025-07-30,ACCT00044,INS011,VWCE,IE00BK5BQT80,BUY,5,130.2017,EUR
2025-07-30,ACCT00045,INS011,VWCE,IE00BK5BQT80,SELL,1,125.9543,EUR
2025-07-30,ACCT00048,INS001,AAPL,US0378331005,SELL,1,235.9813,USD
2025-07-30,ACCT00048,INS005,NOVN,CH0012005267,BUY,1,108.5207,CHF
2025-07-30,ACCT00052,INS007,TTE,FR0000120271,BUY,13,77.415,EUR
2025-07-30,ACCT00055,INS004,NESN,CH0038863350,BUY,32,80.5221,CHF
2025-07-30,ACCT00055,INS011,VWCE,IE00BK5BQT80,BUY,156,129.0434,EUR
2025-07-30,ACCT00057,INS009,UBSG,CH0244767585,SELL,4,30.1078,CHF
2025-07-30,ACCT00057,INS011,VWCE,IE00BK5BQT80,BUY,12,126.6182,EUR
2025-07-30,ACCT00059,INS012,AGGG,IE00B3F81409,SELL,229,4.3031,USD
2025-07-30,ACCT00062,INS012,AGGG,IE00B3F81409,SELL,82,4.331,USD
2025-07-30,ACCT00064,INS012,AGGG,IE00B3F81409,BUY,127,4.309,USD
2025-07-30,ACCT00065,INS007,TTE,FR0000120271,BUY,5,75.6748,EUR
2025-07-30,ACCT00066,INS008,SAP,DE0007164600,BUY,1,203.1327,EUR
2025-07-30,ACCT00066,INS010,CSPX,IE00B5BMR087,SELL,3,592.04,EUR
2025-07-30,ACCT00070,INS011,VWCE,IE00BK5BQT80,BUY,13,127.9453,EUR
2025-07-30,ACCT00079,INS005,NOVN,CH0012005267,SELL,5,109.3636,CHF
2025-07-30,ACCT00081,INS004,NESN,CH0038863350,BUY,1,80.1052,CHF
2025-07-30,ACCT00083,INS008,SAP,DE0007164600,BUY,3,199.1785,EUR
2025-07-30,ACCT00083,INS010,CSPX,IE00B5BMR087,BUY,3,592.0359,EUR
2025-07-30,ACCT00084,INS009,UBSG,CH0244767585,SELL,22,30.2725,CHF
2025-07-30,ACCT00089,INS011,VWCE,IE00BK5BQT80,SELL,34,126.2207,EUR
2025-07-30,ACCT00092,INS010,CSPX,IE00B5BMR087,BUY,4,585.4656,EUR
2025-07-30,ACCT00099,INS008,SAP,DE0007164600,SELL,15,200.6545,EUR
2025-07-30,ACCT00100,INS008,SAP,DE0007164600,BUY,1,200.9326,EUR
2025-07-30,ACCT00101,INS011,VWCE,IE00BK5BQT80,SELL,1,127.3435,EUR
2025-07-30,ACCT00102,INS001,AAPL,US0378331005,BUY,17,239.1584,USD
2025-07-30,ACCT00106,INS007,TTE,FR0000120271,BUY,1,77.3187,EUR
2025-07-30,ACCT00110,INS008,SAP,DE0007164600,BUY,1,201.9386,EUR
2025-07-30,ACCT00134,INS011,VWCE,IE00BK5BQT80,BUY,20,127.3049,EUR
2025-07-30,ACCT00139,INS009,UBSG,CH0244767585,BUY,219,30.7613,CHF
2025-07-30,ACCT00142,INS009,UBSG,CH0244767585,BUY,37,30.7977,CHF
2025-07-30,ACCT00142,INS011,VWCE,IE00BK5BQT80,SELL,13,126.8137,EUR
2025-07-30,ACCT00145,INS009,UBSG,CH0244767585,BUY,38,30.371,CHF
2025-07-30,ACCT00148,INS011,VWCE,IE00BK5BQT80,SELL,1,125.5485,EUR
2025-07-30,ACCT00152,INS008,SAP,DE0007164600,BUY,7,198.1438,EUR
2025-07-30,ACCT00155,INS007,TTE,FR0000120271,BUY,1,75.1936,EUR
2025-07-30,ACCT00155,INS011,VWCE,IE00BK5BQT80,BUY,1,124.2821,EUR
2025-07-30,ACCT00158,INS009,UBSG,CH0244767585,SELL,2,29.9476,CHF
2025-07-30,ACCT00159,INS006,RO,CH0012032113,BUY,1,309.5388,CHF
2025-07-30,ACCT00161,INS007,TTE,FR0000120271,BUY,2,76.3741,EUR
2025-07-30,ACCT00163,INS010,CSPX,IE00B5BMR087,BUY,3,600.5021,EUR
2025-07-30,ACCT00166,INS001,AAPL,US0378331005,SELL,1,233.3804,USD
2025-07-30,ACCT00170,INS012,AGGG,IE00B3F81409,SELL,99,4.3297,USD
2025-07-30,ACCT00171,INS011,VWCE,IE00BK5BQT80,BUY,19,126.5815,EUR
2025-07-30,ACCT00173,INS004,NESN,CH0038863350,SELL,1,82.0703,CHF
