snapshot_date,account_id,instrument_id,ticker,isin,instrument_type,market_code,position_currency,quantity,price_local,fx_to_eur,market_value_eur,custodian
2025-06-30,ACCT00164,INS001,AAPL,US0378331005,Equity,XNAS,USD,2159,235.2484,0.8904,452235.37,J.P. Morgan Custody
2025-06-30,ACCT00164,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,918,586.4436,1.0,538355.22,J.P. Morgan Custody
2025-06-30,ACCT00164,INS004,NESN,CH0038863350,Equity,XSWX,CHF,4902,82.4244,0.9863,398509.07,J.P. Morgan Custody
2025-06-30,ACCT00164,INS006,RO,CH0012032113,Equity,XSWX,CHF,5464,309.4796,0.9863,1667829.72,J.P. Morgan Custody
2025-06-30,ACCT00164,INS008,SAP,DE0007164600,Equity,XETR,EUR,6805,196.4029,1.0,1336521.73,J.P. Morgan Custody
2025-06-30,ACCT00164,INS007,TTE,FR0000120271,Equity,XPAR,EUR,10821,76.4224,1.0,826966.79,J.P. Morgan Custody
2025-06-30,ACCT00164,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,12667,126.5776,1.0,1603358.46,J.P. Morgan Custody
2025-06-30,ACCT00165,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,1148,586.4436,1.0,673237.25,Clearstream
2025-06-30,ACCT00165,INS008,SAP,DE0007164600,Equity,XETR,EUR,323,196.4029,1.0,63438.14,Clearstream
2025-06-30,ACCT00165,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,5149,29.9914,0.9863,152309.99,Clearstream
2025-06-30,ACCT00165,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,7735,126.5776,1.0,979077.74,Clearstream
2025-06-30,ACCT00166,INS001,AAPL,US0378331005,Equity,XNAS,USD,133,235.2484,0.8904,27858.87,Clearstream
2025-06-30,ACCT00166,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,230624,4.3536,0.8904,893990.87,Clearstream
2025-06-30,ACCT00166,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,768,586.4436,1.0,450388.68,Clearstream
2025-06-30,ACCT00166,INS004,NESN,CH0038863350,Equity,XSWX,CHF,2317,82.4244,0.9863,188360.98,Clearstream
2025-06-30,ACCT00166,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,4498,108.1017,0.9863,479579.91,Clearstream
2025-06-30,ACCT00166,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,3555,126.5776,1.0,449983.37,Clearstream
2025-06-30,ACCT00167,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,497,586.4436,1.0,291462.47,BNP Paribas Securities Services
2025-06-30,ACCT00167,INS002,MSFT,US5949181045,Equity,XNAS,USD,67,369.675,0.8904,22053.63,BNP Paribas Securities Services
2025-06-30,ACCT00167,INS006,RO,CH0012032113,Equity,XSWX,CHF,372,309.4796,0.9863,113549.17,BNP Paribas Securities Services
2025-06-30,ACCT00167,INS008,SAP,DE0007164600,Equity,XETR,EUR,527,196.4029,1.0,103504.33,BNP Paribas Securities Services
2025-06-30,ACCT00167,INS007,TTE,FR0000120271,Equity,XPAR,EUR,723,76.4224,1.0,55253.4,BNP Paribas Securities Services
2025-06-30,ACCT00167,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,5397,29.9914,0.9863,159645.96,BNP Paribas Securities Services
2025-06-30,ACCT00167,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,2485,126.5776,1.0,314545.34,BNP Paribas Securities Services
2025-06-30,ACCT00168,INS001,AAPL,US0378331005,Equity,XNAS,USD,234,235.2484,0.8904,49014.86,J.P. Morgan Custody
2025-06-30,ACCT00168,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,72,586.4436,1.0,42223.94,J.P. Morgan Custody
2025-06-30,ACCT00168,INS002,MSFT,US5949181045,Equity,XNAS,USD,114,369.675,0.8904,37524.08,J.P. Morgan Custody
2025-06-30,ACCT00168,INS004,NESN,CH0038863350,Equity,XSWX,CHF,114,82.4244,0.9863,9267.65,J.P. Morgan Custody
2025-06-30,ACCT00168,INS008,SAP,DE0007164600,Equity,XETR,EUR,104,196.4029,1.0,20425.9,J.P. Morgan Custody
2025-06-30,ACCT00168,INS007,TTE,FR0000120271,Equity,XPAR,EUR,693,76.4224,1.0,52960.72,J.P. Morgan Custody
2025-06-30,ACCT00168,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1365,126.5776,1.0,172778.42,J.P. Morgan Custody
2025-06-30,ACCT00169,INS001,AAPL,US0378331005,Equity,XNAS,USD,32,235.2484,0.8904,6702.89,SIX SIS
2025-06-30,ACCT00169,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,44040,4.3536,0.8904,170716.66,SIX SIS
2025-06-30,ACCT00169,INS003,ASML,NL0010273215,Equity,XAMS,EUR,26,889.1366,1.0,23117.55,SIX SIS
2025-06-30,ACCT00169,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,92,586.4436,1.0,53952.81,SIX SIS
2025-06-30,ACCT00169,INS002,MSFT,US5949181045,Equity,XNAS,USD,160,369.675,0.8904,52665.38,SIX SIS
2025-06-30,ACCT00169,INS007,TTE,FR0000120271,Equity,XPAR,EUR,553,76.4224,1.0,42261.59,SIX SIS
2025-06-30,ACCT00169,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,2794,29.9914,0.9863,82647.92,SIX SIS
2025-06-30,ACCT00169,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,904,126.5776,1.0,114426.15,SIX SIS
2025-06-30,ACCT00170,INS001,AAPL,US0378331005,Equity,XNAS,USD,641,235.2484,0.8904,134267.19,J.P. Morgan Custody
2025-06-30,ACCT00170,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,52272,4.3536,0.8904,202627.18,J.P. Morgan Custody
2025-06-30,ACCT00170,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,140,586.4436,1.0,82102.1,J.P. Morgan Custody
2025-06-30,ACCT00170,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,234,108.1017,0.9863,24949.24,J.P. Morgan Custody
2025-06-30,ACCT00170,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1142,126.5776,1.0,144551.62,J.P. Morgan Custody
2025-06-30,ACCT00171,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,159408,4.3536,0.8904,617929.17,SIX SIS
2025-06-30,ACCT00171,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,1462,586.4436,1.0,857380.54,SIX SIS
2025-06-30,ACCT00171,INS006,RO,CH0012032113,Equity,XSWX,CHF,208,309.4796,0.9863,63489.86,SIX SIS
2025-06-30,ACCT00171,INS007,TTE,FR0000120271,Equity,XPAR,EUR,2779,76.4224,1.0,212377.85,SIX SIS
2025-06-30,ACCT00171,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,4387,126.5776,1.0,555295.93,SIX SIS
2025-06-30,ACCT00172,INS001,AAPL,US0378331005,Equity,XNAS,USD,110,235.2484,0.8904,23041.17,BNP Paribas Securities Services
2025-06-30,ACCT00172,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,28472,4.3536,0.8904,110368.86,BNP Paribas Securities Services
2025-06-30,ACCT00172,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,494,586.4436,1.0,289703.14,BNP Paribas Securities Services
2025-06-30,ACCT00172,INS004,NESN,CH0038863350,Equity,XSWX,CHF,3007,82.4244,0.9863,244454.67,BNP Paribas Securities Services
2025-06-30,ACCT00172,INS006,RO,CH0012032113,Equity,XSWX,CHF,271,309.4796,0.9863,82719.96,BNP Paribas Securities Services
2025-06-30,ACCT00172,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,4680,126.5776,1.0,592383.17,BNP Paribas Securities Services
2025-06-30,ACCT00173,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,193179,4.3536,0.8904,748839.08,BNP Paribas Securities Services
2025-06-30,ACCT00173,INS003,ASML,NL0010273215,Equity,XAMS,EUR,2,889.1366,1.0,1778.27,BNP Paribas Securities Services
2025-06-30,ACCT00173,INS004,NESN,CH0038863350,Equity,XSWX,CHF,303,82.4244,0.9863,24632.45,BNP Paribas Securities Services
2025-06-30,ACCT00173,INS006,RO,CH0012032113,Equity,XSWX,CHF,227,309.4796,0.9863,69289.41,BNP Paribas Securities Services
2025-06-30,ACCT00173,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1247,126.5776,1.0,157842.27,BNP Paribas Securities Services
2025-06-30,ACCT00174,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,170306,4.3536,0.8904,660174.18,Clearstream
2025-06-30,ACCT00174,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,1185,586.4436,1.0,694935.67,Clearstream
2025-06-30,ACCT00174,INS004,NESN,CH0038863350,Equity,XSWX,CHF,4046,82.4244,0.9863,328920.38,Clearstream
2025-06-30,ACCT00174,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,326,108.1017,0.9863,34758.35,Clearstream
2025-06-30,ACCT00174,INS008,SAP,DE0007164600,Equity,XETR,EUR,290,196.4029,1.0,56956.84,Clearstream
2025-06-30,ACCT00174,INS007,TTE,FR0000120271,Equity,XPAR,EUR,795,76.4224,1.0,60755.81,Clearstream
2025-06-30,ACCT00174,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,5505,126.5776,1.0,696809.69,Clearstream
2025-06-30,ACCT00175,INS001,AAPL,US0378331005,Equity,XNAS,USD,173,235.2484,0.8904,36237.48,SIX SIS
2025-06-30,ACCT00175,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,64968,4.3536,0.8904,251841.96,SIX SIS
2025-06-30,ACCT00175,INS004,NESN,CH0038863350,Equity,XSWX,CHF,1303,82.4244,0.9863,105927.65,SIX SIS
2025-06-30,ACCT00175,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,3092,29.9914,0.9863,91462.91,SIX SIS
2025-06-30,ACCT00176,INS001,AAPL,US0378331005,Equity,XNAS,USD,761,235.2484,0.8904,159403.02,Euroclear
2025-06-30,ACCT00176,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,215183,4.3536,0.8904,834135.38,Euroclear
2025-06-30,ACCT00176,INS002,MSFT,US5949181045,Equity,XNAS,USD,74,369.675,0.8904,24357.74,Euroclear
2025-06-30,ACCT00176,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,8142,108.1017,0.9863,868105.74,Euroclear
2025-06-30,ACCT00176,INS006,RO,CH0012032113,Equity,XSWX,CHF,293,309.4796,0.9863,89435.23,Euroclear
2025-06-30,ACCT00176,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,20866,29.9914,0.9863,617226.71,Euroclear
2025-06-30,ACCT00176,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,4047,126.5776,1.0,512259.55,Euroclear
2025-06-30,ACCT00177,INS001,AAPL,US0378331005,Equity,XNAS,USD,724,235.2484,0.8904,151652.8,Clearstream
2025-06-30,ACCT00177,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,245,586.4436,1.0,143678.68,Clearstream
2025-06-30,ACCT00177,INS002,MSFT,US5949181045,Equity,XNAS,USD,768,369.675,0.8904,252793.8,Clearstream
2025-06-30,ACCT00177,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,1041,108.1017,0.9863,110992.15,Clearstream
2025-06-30,ACCT00177,INS007,TTE,FR0000120271,Equity,XPAR,EUR,815,76.4224,1.0,62284.26,Clearstream
2025-06-30,ACCT00177,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,5580,29.9914,0.9863,165059.19,Clearstream
2025-06-30,ACCT00178,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,8253,4.3536,0.8904,31991.93,Clearstream
2025-06-30,ACCT00178,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,66,586.4436,1.0,38705.28,Clearstream
2025-06-30,ACCT00178,INS002,MSFT,US5949181045,Equity,XNAS,USD,75,369.675,0.8904,24686.89,Clearstream
2025-06-30,ACCT00178,INS006,RO,CH0012032113,Equity,XSWX,CHF,229,309.4796,0.9863,69899.89,Clearstream
2025-06-30,ACCT00178,INS008,SAP,DE0007164600,Equity,XETR,EUR,96,196.4029,1.0,18854.68,Clearstream
2025-06-30,ACCT00178,INS007,TTE,FR0000120271,Equity,XPAR,EUR,422,76.4224,1.0,32250.25,Clearstream
2025-06-30,ACCT00178,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,257,29.9914,0.9863,7602.19,Clearstream
2025-06-30,ACCT00178,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,602,126.5776,1.0,76199.72,Clearstream
2025-06-30,ACCT00179,INS003,ASML,NL0010273215,Equity,XAMS,EUR,3,889.1366,1.0,2667.41,Euroclear
2025-06-30,ACCT00179,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,141,586.4436,1.0,82688.55,Euroclear
2025-06-30,ACCT00179,INS002,MSFT,US5949181045,Equity,XNAS,USD,55,369.675,0.8904,18103.72,Euroclear
2025-06-30,ACCT00179,INS004,NESN,CH0038863350,Equity,XSWX,CHF,290,82.4244,0.9863,23575.61,Euroclear
2025-06-30,ACCT00179,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,634,108.1017,0.9863,67597.52,Euroclear
2025-06-30,ACCT00179,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,732,29.9914,0.9863,21652.93,Euroclear
2025-06-30,ACCT00179,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,366,126.5776,1.0,46327.4,Euroclear
2025-06-30,ACCT00180,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,3765,4.3536,0.8904,14594.65,Clearstream
2025-06-30,ACCT00180,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,149,586.4436,1.0,87380.1,Clearstream
2025-06-30,ACCT00180,INS002,MSFT,US5949181045,Equity,XNAS,USD,31,369.675,0.8904,10203.92,Clearstream
2025-06-30,ACCT00180,INS004,NESN,CH0038863350,Equity,XSWX,CHF,489,82.4244,0.9863,39753.35,Clearstream
2025-06-30,ACCT00180,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,211,108.1017,0.9863,22496.97,Clearstream
2025-06-30,ACCT00180,INS008,SAP,DE0007164600,Equity,XETR,EUR,358,196.4029,1.0,70312.24,Clearstream
2025-06-30,ACCT00180,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,893,29.9914,0.9863,26415.39,Clearstream
2025-06-30,ACCT00180,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,867,126.5776,1.0,109742.78,Clearstream
2025-07-31,ACCT00001,INS001,AAPL,US0378331005,Equity,XNAS,USD,76,238.3114,0.8915,16146.55,J.P. Morgan Custody
2025-07-31,ACCT00001,INS003,ASML,NL0010273215,Equity,XAMS,EUR,8,929.7188,1.0,7437.75,J.P. Morgan Custody
2025-07-31,ACCT00001,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,44,591.6827,1.0,26034.04,J.P. Morgan Custody
2025-07-31,ACCT00001,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,247,108.0403,0.9679,25829.33,J.P. Morgan Custody
2025-07-31,ACCT00001,INS006,RO,CH0012032113,Equity,XSWX,CHF,36,312.7053,0.9679,10896.03,J.P. Morgan Custody
2025-07-31,ACCT00001,INS008,SAP,DE0007164600,Equity,XETR,EUR,66,200.0023,1.0,13200.15,J.P. Morgan Custody
2025-07-31,ACCT00001,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,712,30.5613,0.9679,21061.17,J.P. Morgan Custody
2025-07-31,ACCT00001,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,541,127.3828,1.0,68914.09,J.P. Morgan Custody
2025-07-31,ACCT00002,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,34044,4.3526,0.8915,132100.93,J.P. Morgan Custody
2025-07-31,ACCT00002,INS003,ASML,NL0010273215,Equity,XAMS,EUR,1,929.7188,1.0,929.72,J.P. Morgan Custody
2025-07-31,ACCT00002,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,76,591.6827,1.0,44967.89,J.P. Morgan Custody
2025-07-31,ACCT00002,INS004,NESN,CH0038863350,Equity,XSWX,CHF,572,81.8957,0.9679,45340.61,J.P. Morgan Custody
2025-07-31,ACCT00002,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,425,108.0403,0.9679,44443.18,J.P. Morgan Custody
2025-07-31,ACCT00002,INS008,SAP,DE0007164600,Equity,XETR,EUR,27,200.0023,1.0,5400.06,J.P. Morgan Custody
2025-07-31,ACCT00002,INS007,TTE,FR0000120271,Equity,XPAR,EUR,226,76.243,1.0,17230.92,J.P. Morgan Custody
2025-07-31,ACCT00002,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,454,127.3828,1.0,57831.79,J.P. Morgan Custody
2025-07-31,ACCT00003,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,144345,4.3526,0.8915,560101.9,Euroclear
2025-07-31,ACCT00003,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,651,591.6827,1.0,385185.44,Euroclear
2025-07-31,ACCT00003,INS004,NESN,CH0038863350,Equity,XSWX,CHF,3161,81.8957,0.9679,250562.35,Euroclear
2025-07-31,ACCT00003,INS006,RO,CH0012032113,Equity,XSWX,CHF,398,312.7053,0.9679,120461.67,Euroclear
2025-07-31,ACCT00003,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,3410,127.3828,1.0,434375.35,Euroclear
2025-07-31,ACCT00004,INS003,ASML,NL0010273215,Equity,XAMS,EUR,2,929.7188,1.0,1859.44,BNP Paribas Securities Services
2025-07-31,ACCT00004,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,38,591.6827,1.0,22483.94,BNP Paribas Securities Services
2025-07-31,ACCT00004,INS004,NESN,CH0038863350,Equity,XSWX,CHF,511,81.8957,0.9679,40505.33,BNP Paribas Securities Services
2025-07-31,ACCT00004,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,169,108.0403,0.9679,17672.7,BNP Paribas Securities Services
2025-07-31,ACCT00004,INS006,RO,CH0012032113,Equity,XSWX,CHF,24,312.7053,0.9679,7264.02,BNP Paribas Securities Services
2025-07-31,ACCT00004,INS008,SAP,DE0007164600,Equity,XETR,EUR,210,200.0023,1.0,42000.48,BNP Paribas Securities Services
2025-07-31,ACCT00004,INS007,TTE,FR0000120271,Equity,XPAR,EUR,190,76.243,1.0,14486.17,BNP Paribas Securities Services
2025-07-31,ACCT00004,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,174,127.3828,1.0,22164.61,BNP Paribas Securities Services
2025-07-31,ACCT00005,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,253,591.6827,1.0,149695.72,Clearstream
2025-07-31,ACCT00005,INS002,MSFT,US5949181045,Equity,XNAS,USD,726,374.8969,0.8915,242644.16,Clearstream
2025-07-31,ACCT00005,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,477,108.0403,0.9679,49880.94,Clearstream
2025-07-31,ACCT00005,INS008,SAP,DE0007164600,Equity,XETR,EUR,1187,200.0023,1.0,237402.73,Clearstream
2025-07-31,ACCT00005,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1123,127.3828,1.0,143050.88,Clearstream
2025-07-31,ACCT00006,INS002,MSFT,US5949181045,Equity,XNAS,USD,1000,374.8969,0.8915,334220.6,BNP Paribas Securities Services
2025-07-31,ACCT00006,INS006,RO,CH0012032113,Equity,XSWX,CHF,165,312.7053,0.9679,49940.14,BNP Paribas Securities Services
2025-07-31,ACCT00006,INS008,SAP,DE0007164600,Equity,XETR,EUR,3931,200.0023,1.0,786209.04,BNP Paribas Securities Services
2025-07-31,ACCT00006,INS007,TTE,FR0000120271,Equity,XPAR,EUR,2810,76.243,1.0,214242.83,BNP Paribas Securities Services
2025-07-31,ACCT00006,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,6487,127.3828,1.0,826332.22,BNP Paribas Securities Services
2025-07-31,ACCT00007,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,22821,4.3526,0.8915,88552.33,SIX SIS
2025-07-31,ACCT00007,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,372,591.6827,1.0,220105.96,SIX SIS
2025-07-31,ACCT00007,INS002,MSFT,US5949181045,Equity,XNAS,USD,151,374.8969,0.8915,50467.31,SIX SIS
2025-07-31,ACCT00007,INS004,NESN,CH0038863350,Equity,XSWX,CHF,1329,81.8957,0.9679,105345.58,SIX SIS
2025-07-31,ACCT00007,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,310,108.0403,0.9679,32417.38,SIX SIS
2025-07-31,ACCT00007,INS006,RO,CH0012032113,Equity,XSWX,CHF,143,312.7053,0.9679,43281.45,SIX SIS
2025-07-31,ACCT00007,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,553,30.5613,0.9679,16357.91,SIX SIS
2025-07-31,ACCT00007,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1652,127.3828,1.0,210436.39,SIX SIS
2025-07-31,ACCT00008,INS001,AAPL,US0378331005,Equity,XNAS,USD,423,238.3114,0.8915,89868.3,Euroclear
2025-07-31,ACCT00008,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,125,591.6827,1.0,73960.34,Euroclear
2025-07-31,ACCT00008,INS002,MSFT,US5949181045,Equity,XNAS,USD,72,374.8969,0.8915,24063.88,Euroclear
2025-07-31,ACCT00008,INS004,NESN,CH0038863350,Equity,XSWX,CHF,554,81.8957,0.9679,43913.81,Euroclear
2025-07-31,ACCT00008,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,484,108.0403,0.9679,50612.94,Euroclear
2025-07-31,ACCT00008,INS008,SAP,DE0007164600,Equity,XETR,EUR,298,200.0023,1.0,59600.69,Euroclear
2025-07-31,ACCT00008,INS007,TTE,FR0000120271,Equity,XPAR,EUR,258,76.243,1.0,19670.69,Euroclear
2025-07-31,ACCT00008,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,559,127.3828,1.0,71206.99,Euroclear
2025-07-31,ACCT00009,INS001,AAPL,US0378331005,Equity,XNAS,USD,681,238.3114,0.8915,144681.58,Clearstream
2025-07-31,ACCT00009,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,176,591.6827,1.0,104136.16,Clearstream
2025-07-31,ACCT00009,INS002,MSFT,US5949181045,Equity,XNAS,USD,144,374.8969,0.8915,48127.77,Clearstream
2025-07-31,ACCT00009,INS004,NESN,CH0038863350,Equity,XSWX,CHF,304,81.8957,0.9679,24097.11,Clearstream
2025-07-31,ACCT00009,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1437,127.3828,1.0,183049.08,Clearstream
2025-07-31,ACCT00010,INS001,AAPL,US0378331005,Equity,XNAS,USD,173,238.3114,0.8915,36754.65,J.P. Morgan Custody
2025-07-31,ACCT00010,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,37323,4.3526,0.8915,144824.44,J.P. Morgan Custody
2025-07-31,ACCT00010,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,260,591.6827,1.0,153837.5,J.P. Morgan Custody
2025-07-31,ACCT00010,INS004,NESN,CH0038863350,Equity,XSWX,CHF,397,81.8957,0.9679,31468.92,J.P. Morgan Custody
2025-07-31,ACCT00010,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,455,108.0403,0.9679,47580.35,J.P. Morgan Custody
2025-07-31,ACCT00010,INS006,RO,CH0012032113,Equity,XSWX,CHF,139,312.7053,0.9679,42070.78,J.P. Morgan Custody
2025-07-31,ACCT00010,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,1876,30.5613,0.9679,55492.64,J.P. Morgan Custody
2025-07-31,ACCT00010,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1427,127.3828,1.0,181775.26,J.P. Morgan Custody
2025-07-31,ACCT00011,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,48784,4.3526,0.8915,189296.56,Euroclear
2025-07-31,ACCT00011,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,78,591.6827,1.0,46151.25,Euroclear
2025-07-31,ACCT00011,INS007,TTE,FR0000120271,Equity,XPAR,EUR,2387,76.243,1.0,181992.04,Euroclear
2025-07-31,ACCT00011,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,434,127.3828,1.0,55284.14,Euroclear
2025-07-31,ACCT00012,INS001,AAPL,US0378331005,Equity,XNAS,USD,1406,238.3114,0.8915,298711.17,SIX SIS
2025-07-31,ACCT00012,INS003,ASML,NL0010273215,Equity,XAMS,EUR,473,929.7188,1.0,439756.99,SIX SIS
2025-07-31,ACCT00012,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,1656,591.6827,1.0,979826.55,SIX SIS
2025-07-31,ACCT00012,INS002,MSFT,US5949181045,Equity,XNAS,USD,1187,374.8969,0.8915,396719.85,SIX SIS
2025-07-31,ACCT00012,INS006,RO,CH0012032113,Equity,XSWX,CHF,150,312.7053,0.9679,45400.12,SIX SIS
2025-07-31,ACCT00012,INS008,SAP,DE0007164600,Equity,XETR,EUR,1768,200.0023,1.0,353604.07,SIX SIS
2025-07-31,ACCT00012,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,5907,127.3828,1.0,752450.2,SIX SIS
2025-07-31,ACCT00013,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,146448,4.3526,0.8915,568262.17,BNP Paribas Securities Services
2025-07-31,ACCT00013,INS003,ASML,NL0010273215,Equity,XAMS,EUR,231,929.7188,1.0,214765.04,BNP Paribas Securities Services
2025-07-31,ACCT00013,INS004,NESN,CH0038863350,Equity,XSWX,CHF,3417,81.8957,0.9679,270854.66,BNP Paribas Securities Services
2025-07-31,ACCT00013,INS008,SAP,DE0007164600,Equity,XETR,EUR,1011,200.0023,1.0,202202.33,BNP Paribas Securities Services
2025-07-31,ACCT00013,INS007,TTE,FR0000120271,Equity,XPAR,EUR,1420,76.243,1.0,108265.06,BNP Paribas Securities Services
2025-07-31,ACCT00013,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,1786,30.5613,0.9679,52830.42,BNP Paribas Securities Services
2025-07-31,ACCT00013,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,2907,127.3828,1.0,370301.8,BNP Paribas Securities Services
2025-07-31,ACCT00014,INS001,AAPL,US0378331005,Equity,XNAS,USD,7093,238.3114,0.8915,1506940.48,J.P. Morgan Custody
2025-07-31,ACCT00014,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,275647,4.3526,0.8915,1069593.05,J.P. Morgan Custody
2025-07-31,ACCT00014,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,3190,591.6827,1.0,1887467.81,J.P. Morgan Custody
2025-07-31,ACCT00014,INS002,MSFT,US5949181045,Equity,XNAS,USD,1448,374.8969,0.8915,483951.43,J.P. Morgan Custody
2025-07-31,ACCT00014,INS004,NESN,CH0038863350,Equity,XSWX,CHF,5485,81.8957,0.9679,434778.4,J.P. Morgan Custody
2025-07-31,ACCT00014,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,954,108.0403,0.9679,99761.88,J.P. Morgan Custody
2025-07-31,ACCT00014,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,33014,127.3828,1.0,4205415.76,J.P. Morgan Custody
2025-07-31,ACCT00015,INS001,AAPL,US0378331005,Equity,XNAS,USD,4596,238.3114,0.8915,976441.34,BNP Paribas Securities Services
