invoice_id,invoice_period,account_id,market_code,custodian,invoice_currency,taxable_base_eur,withholding_tax_eur,custody_fee_eur,market_fee_eur,stamp_duty_eur,vat_eur,total_invoice_eur,invoice_status,paid_date,late_payment_flag
INV0000446,2025-11-30,ACCT00120,XPAR,J.P. Morgan Custody,EUR,5376.03,0.58,0.53,0.86,0.29,0.28,2.54,PAID,2025-12-23,0
INV0000447,2025-11-30,ACCT00120,XSWX,J.P. Morgan Custody,EUR,51097.68,11.94,6.29,6.8,0.0,2.62,27.65,PAID,2025-12-23,0
INV0000448,2025-11-30,ACCT00121,XAMS,BNP Paribas Securities Services,EUR,37532.14,2.08,3.13,3.35,0.0,1.3,9.86,PAID,2025-12-25,0
INV0000449,2025-11-30,ACCT00121,XETR,BNP Paribas Securities Services,EUR,64359.14,5.51,5.15,4.67,0.0,1.96,17.29,PAID,2025-12-26,0
INV0000450,2025-11-30,ACCT00121,XSWX,BNP Paribas Securities Services,EUR,102810.63,22.35,12.51,13.4,1.61,5.18,55.05,PAID,2025-12-06,0
INV0000451,2025-11-30,ACCT00122,XAMS,SIX SIS,EUR,268258.92,17.66,23.55,25.83,0.0,9.88,76.92,ISSUED,,0
INV0000452,2025-11-30,ACCT00122,XPAR,SIX SIS,EUR,31896.41,3.36,3.05,4.96,1.66,1.6,14.63,PAID,2025-12-09,0
INV0000453,2025-11-30,ACCT00122,XSWX,SIX SIS,EUR,19298.76,5.34,2.26,2.67,0.0,0.99,11.26,PAID,2025-12-28,0
INV0000454,2025-11-30,ACCT00123,XAMS,BNP Paribas Securities Services,EUR,282688.95,13.17,24.53,25.02,0.0,9.91,72.63,PAID,2025-12-05,0
INV0000455,2025-11-30,ACCT00123,XETR,BNP Paribas Securities Services,EUR,317546.19,35.37,24.28,24.02,0.0,9.66,93.33,OVERDUE,,1
INV0000456,2025-11-30,ACCT00123,XNAS,BNP Paribas Securities Services,EUR,177514.2,42.66,19.07,32.8,0.0,10.37,104.9,PAID,2025-12-21,0
INV0000457,2025-11-30,ACCT00123,XSWX,BNP Paribas Securities Services,EUR,56502.32,14.62,6.54,7.73,0.0,2.85,31.74,PAID,2025-12-27,0
INV0000458,2025-11-30,ACCT00124,XAMS,J.P. Morgan Custody,EUR,64949.37,3.82,5.63,6.07,0.0,2.34,17.86,PAID,2025-12-21,0
INV0000459,2025-11-30,ACCT00124,XETR,J.P. Morgan Custody,EUR,96468.9,10.95,7.3,7.24,0.0,2.91,28.4,PAID,2025-12-25,0
INV0000460,2025-11-30,ACCT00124,XNAS,J.P. Morgan Custody,EUR,161470.14,36.84,16.15,27.78,0.0,8.79,89.56,PAID,2025-12-25,0
INV0000461,2025-11-30,ACCT00124,XSWX,J.P. Morgan Custody,EUR,90111.47,22.48,11.15,12.52,1.43,4.73,52.31,PAID,2025-12-15,0
INV0000462,2025-11-30,ACCT00125,XAMS,Clearstream,EUR,51581.05,2.32,4.23,4.31,0.0,1.71,12.57,PAID,2025-12-09,0
INV0000463,2025-11-30,ACCT00125,XETR,Clearstream,EUR,55492.64,4.51,4.21,3.82,0.0,1.61,14.15,PAID,2025-12-26,0
INV0000464,2025-11-30,ACCT00125,XNAS,Clearstream,EUR,58285.49,13.75,6.03,10.37,0.0,3.28,33.43,PAID,2025-12-17,0
INV0000465,2025-11-30,ACCT00125,XPAR,Clearstream,EUR,22680.29,2.35,2.21,3.59,0.0,1.16,9.31,PAID,2025-12-25,0
INV0000466,2025-11-30,ACCT00125,XSWX,Clearstream,EUR,117720.61,30.61,13.42,15.87,1.73,5.86,67.49,PAID,2025-12-20,0
INV0000467,2025-11-30,ACCT00126,XAMS,SIX SIS,EUR,376474.6,18.11,31.28,31.9,0.0,12.64,93.93,PAID,2025-12-10,0
INV0000468,2025-11-30,ACCT00126,XETR,SIX SIS,EUR,1196535.36,139.32,95.18,92.26,0.0,37.49,364.25,PAID,2025-12-21,0
INV0000469,2025-11-30,ACCT00126,XNAS,SIX SIS,EUR,92042.66,23.2,9.62,16.54,0.0,5.23,54.59,PAID,2025-12-21,0
INV0000470,2025-11-30,ACCT00126,XSWX,SIX SIS,EUR,129412.27,36.09,14.96,17.7,0.0,6.53,75.28,PAID,2025-12-27,0
INV0000471,2025-11-30,ACCT00127,XAMS,SIX SIS,EUR,410993.54,20.62,37.12,35.06,0.0,0.0,92.8,PAID,2025-12-23,0
INV0000472,2025-11-30,ACCT00127,XETR,SIX SIS,EUR,1843368.84,189.62,148.68,129.96,0.0,0.0,468.26,PAID,2025-12-24,0
INV0000473,2025-11-30,ACCT00127,XNAS,SIX SIS,EUR,376909.96,97.29,42.03,66.93,0.0,0.0,206.25,ISSUED,,0
INV0000474,2025-11-30,ACCT00127,XPAR,SIX SIS,EUR,319844.32,34.16,31.7,47.71,0.0,0.0,113.57,PAID,2025-12-05,0
INV0000475,2025-11-30,ACCT00127,XSWX,SIX SIS,EUR,221593.27,67.15,29.01,31.77,0.0,0.0,127.93,ISSUED,,0
INV0000476,2025-11-30,ACCT00128,XAMS,J.P. Morgan Custody,EUR,3242198.1,168.71,309.36,292.17,0.0,0.0,770.24,PAID,2025-12-08,0
INV0000477,2025-11-30,ACCT00128,XETR,J.P. Morgan Custody,EUR,1703391.17,206.47,139.43,127.75,0.0,0.0,473.65,PAID,2025-12-20,0
INV0000478,2025-11-30,ACCT00128,XPAR,J.P. Morgan Custody,EUR,991699.13,101.19,95.56,143.83,0.0,0.0,340.58,ISSUED,,0
INV0000479,2025-11-30,ACCT00128,XSWX,J.P. Morgan Custody,EUR,4411340.75,589.46,582.53,484.07,0.0,0.0,1656.06,PAID,2025-12-12,0
INV0000480,2025-11-30,ACCT00129,XAMS,J.P. Morgan Custody,EUR,27009.82,1.34,2.32,2.37,0.0,0.94,6.97,OVERDUE,,1
INV0000481,2025-11-30,ACCT00129,XETR,J.P. Morgan Custody,EUR,89228.07,7.61,6.73,6.1,0.0,2.57,23.01,ISSUED,,0
INV0000482,2025-11-30,ACCT00129,XNAS,J.P. Morgan Custody,EUR,53357.14,13.14,5.45,9.37,0.0,2.96,30.92,PAID,2025-12-12,0
INV0000483,2025-11-30,ACCT00129,XSWX,J.P. Morgan Custody,EUR,84845.65,21.16,9.77,11.05,0.0,4.16,46.14,PAID,2025-12-10,0
INV0000484,2025-11-30,ACCT00130,XAMS,Clearstream,EUR,555401.92,32.85,49.8,49.35,0.0,0.0,132.0,PAID,2025-12-17,0
INV0000485,2025-11-30,ACCT00130,XETR,Clearstream,EUR,511051.9,77.0,44.68,42.95,0.0,0.0,164.63,PAID,2025-12-18,0
INV0000486,2025-11-30,ACCT00130,XNAS,Clearstream,EUR,556562.44,132.72,58.37,92.96,0.0,0.0,284.05,ISSUED,,0
INV0000487,2025-11-30,ACCT00130,XPAR,Clearstream,EUR,258844.53,27.06,25.55,38.46,0.0,0.0,91.07,PAID,2025-12-13,0
INV0000488,2025-11-30,ACCT00130,XSWX,Clearstream,EUR,251107.72,70.9,31.17,34.14,0.0,0.0,136.21,PAID,2025-12-28,0
INV0000489,2025-11-30,ACCT00131,XAMS,BNP Paribas Securities Services,EUR,141026.08,6.74,11.85,12.09,0.0,4.79,35.47,PAID,2025-12-16,0
INV0000490,2025-11-30,ACCT00131,XETR,BNP Paribas Securities Services,EUR,259783.78,21.92,19.21,17.53,0.0,7.35,66.01,PAID,2025-12-05,0
INV0000491,2025-11-30,ACCT00131,XNAS,BNP Paribas Securities Services,EUR,24700.05,6.28,2.65,4.56,0.0,1.44,14.93,ISSUED,,0
INV0000492,2025-11-30,ACCT00131,XSWX,BNP Paribas Securities Services,EUR,52375.89,6.04,6.38,5.58,0.0,2.39,20.39,PAID,2025-12-27,0
INV0000493,2025-11-30,ACCT00132,XAMS,Euroclear,EUR,504543.91,25.78,44.68,42.58,0.0,0.0,113.04,PAID,2025-12-09,0
INV0000494,2025-11-30,ACCT00132,XETR,Euroclear,EUR,577862.58,80.02,49.68,46.46,0.0,0.0,176.16,OVERDUE,,1
INV0000495,2025-11-30,ACCT00132,XSWX,Euroclear,EUR,725726.32,175.98,98.47,97.16,0.0,0.0,371.61,PAID,2025-12-11,0
INV0000496,2025-11-30,ACCT00133,XETR,SIX SIS,EUR,285734.04,27.21,22.99,19.71,0.0,0.0,69.91,PAID,2025-12-20,0
INV0000497,2025-11-30,ACCT00133,XNAS,SIX SIS,EUR,130499.2,32.24,13.93,22.18,0.0,0.0,68.35,PAID,2025-12-14,0
INV0000498,2025-11-30,ACCT00133,XPAR,SIX SIS,EUR,40574.44,4.61,4.28,6.45,0.0,0.0,15.34,PAID,2025-12-28,0
INV0000499,2025-11-30,ACCT00133,XSWX,SIX SIS,EUR,62081.22,17.86,7.71,8.45,0.0,0.0,34.02,PAID,2025-12-21,0
INV0000500,2025-11-30,ACCT00134,XAMS,SIX SIS,EUR,243183.39,19.57,20.36,24.14,0.0,8.9,72.97,ISSUED,,0
INV0000501,2025-11-30,ACCT00134,XETR,SIX SIS,EUR,574716.82,70.93,44.11,44.2,0.0,17.66,176.9,PAID,2025-12-23,0
INV0000502,2025-11-30,ACCT00134,XSWX,SIX SIS,EUR,172462.12,47.12,19.9,23.53,0.0,8.69,99.24,PAID,2025-12-26,0
INV0000503,2025-11-30,ACCT00135,XETR,J.P. Morgan Custody,EUR,51869.46,5.9,4.03,3.92,0.0,1.59,15.44,PAID,2025-12-06,0
INV0000504,2025-11-30,ACCT00135,XSWX,J.P. Morgan Custody,EUR,114167.47,25.39,14.15,14.97,0.0,5.82,60.33,ISSUED,,0
INV0000505,2025-11-30,ACCT00136,XETR,BNP Paribas Securities Services,EUR,721568.58,63.21,56.89,51.58,0.0,21.69,193.37,ISSUED,,0
INV0000506,2025-11-30,ACCT00136,XPAR,BNP Paribas Securities Services,EUR,179958.86,18.65,16.91,27.49,9.22,8.88,81.15,PAID,2025-12-18,0
INV0000507,2025-11-30,ACCT00136,XSWX,BNP Paribas Securities Services,EUR,2443949.64,437.26,291.41,289.75,0.0,116.23,1134.65,PAID,2025-12-07,0
INV0000508,2025-11-30,ACCT00137,XETR,SIX SIS,EUR,1141922.05,90.86,84.91,76.99,0.0,32.38,285.14,PAID,2025-12-26,0
INV0000509,2025-11-30,ACCT00137,XSWX,SIX SIS,EUR,1607494.64,258.55,186.23,182.78,23.94,73.8,725.3,PAID,2025-12-28,0
INV0000510,2025-11-30,ACCT00138,XAMS,Clearstream,EUR,506803.18,23.52,42.92,43.78,0.0,17.34,127.56,PAID,2025-12-20,0
INV0000511,2025-11-30,ACCT00138,XETR,Clearstream,EUR,686491.57,54.77,51.19,46.41,0.0,19.52,171.89,PAID,2025-12-11,0
INV0000512,2025-11-30,ACCT00138,XNAS,Clearstream,EUR,290647.65,70.44,30.88,53.12,0.0,16.8,171.24,PAID,2025-12-20,0
INV0000513,2025-11-30,ACCT00138,XSWX,Clearstream,EUR,777519.0,168.18,98.01,103.44,12.6,40.29,422.52,PAID,2025-12-16,0
INV0000514,2025-11-30,ACCT00139,XETR,SIX SIS,EUR,107491.12,22.03,7.93,9.73,0.0,3.53,43.22,PAID,2025-12-22,0
INV0000515,2025-11-30,ACCT00139,XNAS,SIX SIS,EUR,252670.34,64.48,27.22,46.82,0.0,14.81,153.33,ISSUED,,0
INV0000516,2025-11-30,ACCT00139,XSWX,SIX SIS,EUR,798540.61,225.31,98.36,114.68,0.0,42.61,480.96,ISSUED,,0
INV0000517,2025-11-30,ACCT00140,XAMS,Euroclear,EUR,107211.46,5.1,8.97,9.15,0.0,3.62,26.84,PAID,2025-12-25,0
INV0000518,2025-11-30,ACCT00140,XETR,Euroclear,EUR,131901.48,11.39,10.25,9.29,0.0,3.91,34.84,PAID,2025-12-07,0
INV0000519,2025-11-30,ACCT00140,XNAS,Euroclear,EUR,80771.92,18.83,7.95,13.67,0.0,4.32,44.77,PAID,2025-12-09,0
INV0000520,2025-11-30,ACCT00140,XSWX,Euroclear,EUR,74414.06,18.83,9.11,10.18,0.0,3.86,41.98,PAID,2025-12-14,0
INV0000521,2025-11-30,ACCT00141,XAMS,Euroclear,EUR,47852.46,2.46,4.33,4.41,0.0,1.75,12.95,PAID,2025-12-20,0
INV0000522,2025-11-30,ACCT00141,XETR,Euroclear,EUR,103935.49,9.09,8.18,7.42,0.0,3.12,27.81,PAID,2025-12-24,0
INV0000523,2025-11-30,ACCT00141,XSWX,Euroclear,EUR,137261.47,18.77,16.28,14.96,0.0,6.25,56.26,PAID,2025-12-05,0
INV0000524,2025-11-30,ACCT00142,XAMS,BNP Paribas Securities Services,EUR,195569.01,9.65,16.95,17.29,0.0,6.85,50.74,PAID,2025-12-14,0
INV0000525,2025-11-30,ACCT00142,XETR,BNP Paribas Securities Services,EUR,361137.99,36.96,27.67,26.28,0.0,10.79,101.7,ISSUED,,0
INV0000526,2025-11-30,ACCT00142,XSWX,BNP Paribas Securities Services,EUR,887382.47,173.39,101.85,105.74,0.0,41.52,422.5,PAID,2025-12-27,0
INV0000527,2025-11-30,ACCT00143,XAMS,SIX SIS,EUR,45426.87,2.15,3.71,3.78,0.0,1.5,11.14,PAID,2025-12-10,0
INV0000528,2025-11-30,ACCT00143,XETR,SIX SIS,EUR,78298.35,7.0,6.19,5.61,0.0,2.36,21.16,OVERDUE,,1
INV0000529,2025-11-30,ACCT00143,XSWX,SIX SIS,EUR,56396.03,16.35,6.78,8.02,0.0,2.96,34.11,PAID,2025-12-23,0
INV0000530,2025-11-30,ACCT00144,XAMS,SIX SIS,EUR,255216.74,12.56,21.69,22.13,0.0,8.76,65.14,PAID,2025-12-21,0
INV0000531,2025-11-30,ACCT00144,XETR,SIX SIS,EUR,291789.47,26.53,21.36,19.82,0.0,8.24,75.95,ISSUED,,0
INV0000532,2025-11-30,ACCT00144,XPAR,SIX SIS,EUR,110368.92,11.03,9.82,15.97,0.0,5.16,41.98,PAID,2025-12-17,0
INV0000533,2025-11-30,ACCT00144,XSWX,SIX SIS,EUR,23577.27,7.01,2.91,3.44,0.0,1.27,14.63,PAID,2025-12-22,0
INV0000534,2025-11-30,ACCT00145,XAMS,SIX SIS,EUR,735176.54,37.27,66.17,62.97,0.0,0.0,166.41,PAID,2025-12-08,0
INV0000535,2025-11-30,ACCT00145,XETR,SIX SIS,EUR,715615.12,64.31,60.28,50.61,0.0,0.0,175.2,PAID,2025-12-13,0
INV0000536,2025-11-30,ACCT00145,XNAS,SIX SIS,EUR,105482.95,28.13,12.37,19.7,0.0,0.0,60.2,PAID,2025-12-06,0
INV0000537,2025-11-30,ACCT00145,XSWX,SIX SIS,EUR,174099.12,54.17,23.82,26.09,0.0,0.0,104.08,PAID,2025-12-13,0
INV0000538,2025-11-30,ACCT00146,XAMS,Clearstream,EUR,105033.38,4.94,9.02,9.2,0.0,3.64,26.8,PAID,2025-12-06,0
INV0000539,2025-11-30,ACCT00146,XETR,Clearstream,EUR,88713.11,9.37,6.83,6.61,0.0,2.69,25.5,PAID,2025-12-22,0
INV0000540,2025-11-30,ACCT00146,XNAS,Clearstream,EUR,23159.49,5.73,2.51,4.32,0.0,1.37,13.93,ISSUED,,0
INV0000541,2025-11-30,ACCT00146,XSWX,Clearstream,EUR,87460.79,11.03,10.25,9.34,1.32,3.92,35.86,PAID,2025-12-26,0
INV0000542,2025-11-30,ACCT00147,XAMS,Clearstream,EUR,228088.6,12.12,19.96,20.68,0.0,8.13,60.89,ISSUED,,0
INV0000543,2025-11-30,ACCT00147,XETR,Clearstream,EUR,93680.82,7.95,7.16,6.49,0.0,2.73,24.33,PAID,2025-12-20,0
INV0000544,2025-11-30,ACCT00147,XPAR,Clearstream,EUR,21048.72,2.23,2.02,3.29,1.1,1.06,9.7,PAID,2025-12-23,0
INV0000545,2025-11-30,ACCT00147,XSWX,Clearstream,EUR,144550.6,30.14,17.97,18.56,0.0,7.31,73.98,ISSUED,,0
INV0000546,2025-11-30,ACCT00148,XAMS,J.P. Morgan Custody,EUR,138401.74,7.17,12.91,12.19,0.0,0.0,32.27,PAID,2025-12-06,0
INV0000547,2025-11-30,ACCT00148,XETR,J.P. Morgan Custody,EUR,343452.66,40.19,29.42,26.2,0.0,0.0,95.81,PAID,2025-12-07,0
INV0000548,2025-11-30,ACCT00148,XPAR,J.P. Morgan Custody,EUR,86911.73,9.47,8.79,13.23,0.0,0.0,31.49,ISSUED,,0
INV0000549,2025-11-30,ACCT00148,XSWX,J.P. Morgan Custody,EUR,497438.85,91.88,66.55,60.1,0.0,0.0,218.53,PAID,2025-12-24,0
INV0000550,2025-11-30,ACCT00149,XAMS,Clearstream,EUR,83366.46,6.61,7.12,8.45,0.0,3.11,25.29,ISSUED,,0
INV0000551,2025-11-30,ACCT00149,XETR,Clearstream,EUR,132168.67,14.72,10.58,10.27,0.0,4.17,39.74,ISSUED,,0
INV0000552,2025-11-30,ACCT00149,XNAS,Clearstream,EUR,84955.21,19.5,8.55,14.7,0.0,4.65,47.4,PAID,2025-12-09,0
INV0000553,2025-11-30,ACCT00149,XPAR,Clearstream,EUR,60151.86,5.84,5.5,8.94,0.0,2.89,23.17,PAID,2025-12-06,0
INV0000554,2025-11-30,ACCT00149,XSWX,Clearstream,EUR,12744.01,3.64,1.6,1.89,0.21,0.7,8.04,PAID,2025-12-20,0
INV0000555,2025-11-30,ACCT00150,XAMS,J.P. Morgan Custody,EUR,632026.31,38.23,54.22,58.42,0.0,22.53,173.4,PAID,2025-12-25,0
INV0000556,2025-11-30,ACCT00150,XETR,J.P. Morgan Custody,EUR,695130.64,62.44,56.19,50.95,0.0,21.43,191.01,PAID,2025-12-20,0
INV0000557,2025-11-30,ACCT00150,XNAS,J.P. Morgan Custody,EUR,33331.91,8.01,3.38,5.82,0.0,1.84,19.05,PAID,2025-12-12,0
INV0000558,2025-11-30,ACCT00150,XSWX,J.P. Morgan Custody,EUR,275794.8,80.3,33.9,40.1,0.0,14.8,169.1,PAID,2025-12-06,0
INV0000559,2025-11-30,ACCT00151,XAMS,BNP Paribas Securities Services,EUR,111274.34,5.09,9.48,9.67,0.0,3.83,28.07,PAID,2025-12-11,0
INV0000560,2025-11-30,ACCT00151,XETR,BNP Paribas Securities Services,EUR,380736.6,42.09,29.23,28.83,0.0,11.61,111.76,PAID,2025-12-17,0
INV0000561,2025-11-30,ACCT00151,XNAS,BNP Paribas Securities Services,EUR,102599.49,22.47,10.04,17.27,0.0,5.46,55.24,PAID,2025-12-28,0
INV0000562,2025-11-30,ACCT00151,XSWX,BNP Paribas Securities Services,EUR,130263.92,34.68,15.5,18.34,0.0,6.77,75.29,PAID,2025-12-20,0
INV0000563,2025-11-30,ACCT00152,XAMS,J.P. Morgan Custody,EUR,115745.37,7.02,9.8,10.58,0.0,0.0,27.4,PAID,2025-12-17,0
INV0000564,2025-11-30,ACCT00152,XETR,J.P. Morgan Custody,EUR,69475.64,9.53,5.4,5.56,0.0,0.0,20.49,PAID,2025-12-18,0
INV0000565,2025-11-30,ACCT00152,XSWX,J.P. Morgan Custody,EUR,185775.31,46.03,21.16,24.03,0.0,0.0,91.22,PAID,2025-12-22,0
INV0000566,2025-11-30,ACCT00153,XAMS,J.P. Morgan Custody,EUR,352518.71,17.21,31.55,29.8,0.0,0.0,78.56,PAID,2025-12-19,0
INV0000567,2025-11-30,ACCT00153,XETR,J.P. Morgan Custody,EUR,222802.84,33.91,18.97,18.46,0.0,0.0,71.34,PAID,2025-12-24,0
INV0000568,2025-11-30,ACCT00153,XNAS,J.P. Morgan Custody,EUR,164173.58,39.81,17.51,27.88,0.0,0.0,85.2,OVERDUE,,1
INV0000569,2025-11-30,ACCT00153,XPAR,J.P. Morgan Custody,EUR,305666.51,33.12,31.28,47.07,0.0,0.0,111.47,PAID,2025-12-11,0
INV0000570,2025-11-30,ACCT00153,XSWX,J.P. Morgan Custody,EUR,308554.38,87.45,38.45,42.11,0.0,0.0,168.01,PAID,2025-12-06,0
INV0000571,2025-11-30,ACCT00154,XAMS,Euroclear,EUR,2274720.86,136.04,187.59,203.72,0.0,78.26,605.61,PAID,2025-12-07,0
INV0000572,2025-11-30,ACCT00154,XETR,Euroclear,EUR,3033440.38,268.7,241.83,219.26,0.0,92.22,822.01,PAID,2025-12-12,0
INV0000573,2025-11-30,ACCT00154,XSWX,Euroclear,EUR,1664041.52,461.16,194.7,230.3,0.0,85.0,971.16,PAID,2025-12-22,0
INV0000574,2025-11-30,ACCT00155,XAMS,Clearstream,EUR,150101.47,7.2,13.14,13.4,0.0,5.31,39.05,PAID,2025-12-05,0
INV0000575,2025-11-30,ACCT00155,XETR,Clearstream,EUR,371008.69,31.25,29.21,26.48,0.0,11.14,98.08,ISSUED,,0
INV0000576,2025-11-30,ACCT00155,XPAR,Clearstream,EUR,6123.96,0.63,0.59,0.96,0.0,0.31,2.49,PAID,2025-12-06,0
INV0000577,2025-11-30,ACCT00155,XSWX,Clearstream,EUR,136544.29,36.35,15.93,18.85,2.05,6.96,80.14,PAID,2025-12-09,0
INV0000578,2025-11-30,ACCT00156,XAMS,Clearstream,EUR,31562.81,1.6,2.78,2.84,0.0,0.0,7.22,PAID,2025-12-14,0
INV0000579,2025-11-30,ACCT00156,XETR,Clearstream,EUR,89526.73,10.77,7.3,7.11,0.0,0.0,25.18,PAID,2025-12-16,0
INV0000580,2025-11-30,ACCT00156,XPAR,Clearstream,EUR,14275.46,1.46,1.31,2.13,0.0,0.0,4.9,PAID,2025-12-12,0
INV0000581,2025-11-30,ACCT00156,XSWX,Clearstream,EUR,109426.64,24.15,13.6,14.28,0.0,0.0,52.03,OVERDUE,,1
INV0000582,2025-11-30,ACCT00157,XPAR,J.P. Morgan Custody,EUR,209167.25,23.11,20.58,33.46,0.0,10.81,87.96,PAID,2025-12-17,0
INV0000583,2025-11-30,ACCT00157,XSWX,J.P. Morgan Custody,EUR,198448.32,46.82,24.47,26.34,0.0,10.16,107.79,PAID,2025-12-08,0
INV0000584,2025-11-30,ACCT00158,XAMS,J.P. Morgan Custody,EUR,1764487.31,86.99,152.88,155.94,0.0,61.76,457.57,PAID,2025-12-07,0
INV0000585,2025-11-30,ACCT00158,XNAS,J.P. Morgan Custody,EUR,120657.91,29.4,12.41,21.34,0.0,6.75,69.9,PAID,2025-12-22,0
INV0000586,2025-11-30,ACCT00158,XSWX,J.P. Morgan Custody,EUR,4104376.77,781.47,517.72,515.79,0.0,206.7,2021.68,PAID,2025-12-27,0
INV0000587,2025-11-30,ACCT00159,XAMS,Clearstream,EUR,97771.46,4.35,7.94,8.09,0.0,3.21,23.59,PAID,2025-12-16,0
INV0000588,2025-11-30,ACCT00159,XETR,Clearstream,EUR,55581.52,4.47,4.17,3.78,0.0,1.59,14.01,ISSUED,,0
INV0000589,2025-11-30,ACCT00159,XNAS,Clearstream,EUR,38786.91,9.26,4.06,6.98,0.0,2.21,22.51,ISSUED,,0
INV0000590,2025-11-30,ACCT00159,XPAR,Clearstream,EUR,26653.82,2.72,2.56,4.16,0.0,1.34,10.78,PAID,2025-12-14,0
INV0000591,2025-11-30,ACCT00159,XSWX,Clearstream,EUR,44716.87,9.27,5.38,5.69,0.69,2.21,23.24,ISSUED,,0
INV0000592,2025-11-30,ACCT00160,XAMS,SIX SIS,EUR,183437.89,8.8,15.46,15.77,0.0,6.25,46.28,PAID,2025-12-14,0
INV0000593,2025-11-30,ACCT00160,XSWX,SIX SIS,EUR,651026.8,121.3,81.14,80.58,0.0,32.34,315.36,ISSUED,,0
INV0000594,2025-11-30,ACCT00161,XAMS,Clearstream,EUR,738196.38,37.21,65.39,66.7,0.0,26.42,195.72,PAID,2025-12-13,0
INV0000595,2025-11-30,ACCT00161,XETR,Clearstream,EUR,1034363.47,116.95,76.47,75.47,0.0,30.39,299.28,PAID,2025-12-22,0
INV0000596,2025-11-30,ACCT00161,XPAR,Clearstream,EUR,50055.73,5.34,4.84,7.87,2.64,2.54,23.23,PAID,2025-12-06,0
INV0000597,2025-11-30,ACCT00161,XSWX,Clearstream,EUR,1876023.93,283.74,227.56,213.73,0.0,88.26,813.29,PAID,2025-12-18,0
INV0000598,2025-11-30,ACCT00162,XAMS,BNP Paribas Securities Services,EUR,736791.22,34.39,60.44,61.65,0.0,24.42,180.9,PAID,2025-12-24,0
INV0000599,2025-11-30,ACCT00162,XETR,BNP Paribas Securities Services,EUR,427491.66,35.88,32.29,29.28,0.0,12.31,109.76,PAID,2025-12-07,0
INV0000600,2025-11-30,ACCT00162,XSWX,BNP Paribas Securities Services,EUR,1474393.73,197.37,179.63,162.94,0.0,68.51,608.45,PAID,2025-12-09,0
INV0000601,2025-11-30,ACCT00163,XAMS,Euroclear,EUR,1112584.45,53.94,93.16,95.03,0.0,37.64,279.77,ISSUED,,0
INV0000602,2025-11-30,ACCT00163,XETR,Euroclear,EUR,810274.58,130.25,65.9,70.26,0.0,27.23,293.64,PAID,2025-12-14,0
INV0000603,2025-11-30,ACCT00163,XNAS,Euroclear,EUR,363020.27,87.5,36.27,62.38,0.0,19.73,205.88,PAID,2025-12-11,0
INV0000604,2025-11-30,ACCT00163,XSWX,Euroclear,EUR,101051.04,29.21,12.11,14.32,0.0,5.29,60.93,PAID,2025-12-28,0
INV0000605,2025-11-30,ACCT00164,XAMS,J.P. Morgan Custody,EUR,559260.31,26.27,46.17,47.09,0.0,18.65,138.18,ISSUED,,0
INV0000606,2025-11-30,ACCT00164,XETR,J.P. Morgan Custody,EUR,3120288.98,429.66,228.31,240.81,0.0,93.82,992.6,PAID,2025-12-12,0
INV0000607,2025-11-30,ACCT00164,XNAS,J.P. Morgan Custody,EUR,483987.0,112.21,47.36,81.47,0.0,25.77,266.81,PAID,2025-12-25,0
INV0000608,2025-11-30,ACCT00164,XPAR,J.P. Morgan Custody,EUR,865035.66,85.72,77.74,126.36,42.4,40.82,373.04,PAID,2025-12-08,0
INV0000609,2025-11-30,ACCT00164,XSWX,J.P. Morgan Custody,EUR,1820315.27,515.2,217.52,257.29,0.0,94.96,1084.97,PAID,2025-12-06,0
INV0000610,2025-11-30,ACCT00165,XAMS,Clearstream,EUR,652696.31,31.06,56.68,57.81,0.0,22.9,168.45,PAID,2025-12-23,0
INV0000611,2025-11-30,ACCT00165,XETR,Clearstream,EUR,1060194.25,96.46,81.88,76.0,0.0,31.58,285.92,PAID,2025-12-07,0
INV0000612,2025-11-30,ACCT00165,XSWX,Clearstream,EUR,144097.59,38.51,16.88,19.97,2.17,7.37,84.9,PAID,2025-12-24,0
INV0000613,2025-11-30,ACCT00166,XAMS,Clearstream,EUR,459792.48,21.43,37.67,38.42,0.0,15.22,112.74,PAID,2025-12-05,0
INV0000614,2025-11-30,ACCT00166,XETR,Clearstream,EUR,439785.46,38.87,34.99,31.72,0.0,13.34,118.92,ISSUED,,0
INV0000615,2025-11-30,ACCT00166,XNAS,Clearstream,EUR,30210.15,7.01,2.96,5.09,0.0,1.61,16.67,PAID,2025-12-06,0
INV0000616,2025-11-30,ACCT00166,XSWX,Clearstream,EUR,1614390.99,281.67,186.54,185.86,0.0,74.48,728.55,PAID,2025-12-17,0
INV0000617,2025-11-30,ACCT00167,XAMS,BNP Paribas Securities Services,EUR,312002.51,14.9,27.32,25.81,0.0,0.0,68.03,PAID,2025-12-18,0
INV0000618,2025-11-30,ACCT00167,XETR,BNP Paribas Securities Services,EUR,450831.59,52.44,35.91,32.77,0.0,0.0,121.12,PAID,2025-12-26,0
INV0000619,2025-11-30,ACCT00167,XNAS,BNP Paribas Securities Services,EUR,24194.04,6.25,2.75,4.38,0.0,0.0,13.38,PAID,2025-12-22,0
INV0000620,2025-11-30,ACCT00167,XPAR,BNP Paribas Securities Services,EUR,52142.37,5.87,5.54,8.34,0.0,0.0,19.75,PAID,2025-12-05,0
